label,county,state_abbr,state_name,fips,ers_region
"Mineral County, WV",Mineral County,WV,West Virginia,54057,Eastern Uplands
"Mingo County, WV",Mingo County,WV,West Virginia,54059,Eastern Uplands
"Minidoka County, ID",Minidoka County,ID,Idaho,16067,Fruitful Rim
"Minnehaha County, SD",Minnehaha County,SD,South Dakota,46099,Heartland
"Missaukee County, MI",Missaukee County,MI,Michigan,26113,Northern Crescent
"Mississippi County, AR",Mississippi County,AR,Arkansas,5093,Mississippi Portal
"Mississippi County, MO",Mississippi County,MO,Missouri,29133,Heartland
"Missoula County, MT",Missoula County,MT,Montana,30063,Basin and Range
"Mitchell County, GA",Mitchell County,GA,Georgia,13205,Southern Seaboard
"Mitchell County, IA",Mitchell County,IA,Iowa,19131,Heartland
"Mitchell County, KS",Mitchell County,KS,Kansas,20123,Prairie Gateway
"Mitchell County, NC",Mitchell County,NC,North Carolina,37121,Eastern Uplands
"Mitchell County, TX",Mitchell County,TX,Texas,48335,Prairie Gateway
"Mobile County, AL",Mobile County,AL,Alabama,1097,Southern Seaboard
"Modoc County, CA",Modoc County,CA,California,6049,Basin and Range
"Moffat County, CO",Moffat County,CO,Colorado,8081,Basin and Range
"Mohave County, AZ",Mohave County,AZ,Arizona,4015,Basin and Range
"Moniteau County, MO",Moniteau County,MO,Missouri,29135,Heartland
"Monmouth County, NJ",Monmouth County,NJ,New Jersey,34025,Northern Crescent
"Mono County, CA",Mono County,CA,California,6051,Basin and Range
"Monona County, IA",Monona County,IA,Iowa,19133,Heartland
"Monongalia County, WV",Monongalia County,WV,West Virginia,54061,Eastern Uplands
"Monroe County, AL",Monroe County,AL,Alabama,1099,Southern Seaboard
"Monroe County, AR",Monroe County,AR,Arkansas,5095,Mississippi Portal
"Monroe County, FL",Monroe County,FL,Florida,12087,Fruitful Rim
"Monroe County, GA",Monroe County,GA,Georgia,13207,Southern Seaboard
"Monroe County, IA",Monroe County,IA,Iowa,19135,Heartland
"Monroe County, IL",Monroe County,IL,Illinois,17133,Heartland
"Monroe County, IN",Monroe County,IN,Indiana,18105,Heartland
"Monroe County, KY",Monroe County,KY,Kentucky,21171,Eastern Uplands
"Monroe County, MI",Monroe County,MI,Michigan,26115,Northern Crescent
"Monroe County, MO",Monroe County,MO,Missouri,29137,Heartland
"Monroe County, MS",Monroe County,MS,Mississippi,28095,Mississippi Portal
"Monroe County, NY",Monroe County,NY,New York,36055,Northern Crescent
"Monroe County, OH",Monroe County,OH,Ohio,39111,Eastern Uplands
"Monroe County, PA",Monroe County,PA,Pennsylvania,42089,Northern Crescent
"Monroe County, TN",Monroe County,TN,Tennessee,47123,Eastern Uplands
"Monroe County, WI",Monroe County,WI,Wisconsin,55081,Northern Crescent
"Monroe County, WV",Monroe County,WV,West Virginia,54063,Eastern Uplands
"Montague County, TX",Montague County,TX,Texas,48337,Prairie Gateway
"Montcalm County, MI",Montcalm County,MI,Michigan,26117,Northern Crescent
"Monterey County, CA",Monterey County,CA,California,6053,Fruitful Rim
"Montezuma County, CO",Montezuma County,CO,Colorado,8083,Basin and Range
"Montgomery County, AL",Montgomery County,AL,Alabama,1101,Southern Seaboard
"Montgomery County, AR",Montgomery County,AR,Arkansas,5097,Eastern Uplands
"Montgomery County, GA",Montgomery County,GA,Georgia,13209,Southern Seaboard
"Montgomery County, IA",Montgomery County,IA,Iowa,19137,Heartland
"Montgomery County, IL",Montgomery County,IL,Illinois,17135,Heartland
"Montgomery County, IN",Montgomery County,IN,Indiana,18107,Heartland
"Montgomery County, KS",Montgomery County,KS,Kansas,20125,Prairie Gateway
"Montgomery County, KY",Montgomery County,KY,Kentucky,21173,Eastern Uplands
"Montgomery County, MD",Montgomery County,MD,Maryland,24031,Northern Crescent
"Montgomery County, MO",Montgomery County,MO,Missouri,29139,Heartland
"Montgomery County, MS",Montgomery County,MS,Mississippi,28097,Mississippi Portal
"Montgomery County, NC",Montgomery County,NC,North Carolina,37123,Southern Seaboard
"Montgomery County, NY",Montgomery County,NY,New York,36057,Northern Crescent
"Montgomery County, OH",Montgomery County,OH,Ohio,39113,Heartland
"Montgomery County, PA",Montgomery County,PA,Pennsylvania,42091,Northern Crescent
"Montgomery County, TN",Montgomery County,TN,Tennessee,47125,Mississippi Portal
"Montgomery County, TX",Montgomery County,TX,Texas,48339,Southern Seaboard
"Montgomery County, VA",Montgomery County,VA,Virginia,51121,Eastern Uplands
"Montmorency County, MI",Montmorency County,MI,Michigan,26119,Northern Crescent
"Montour County, PA",Montour County,PA,Pennsylvania,42093,Northern Crescent
"Montrose County, CO",Montrose County,CO,Colorado,8085,Basin and Range
"Moody County, SD",Moody County,SD,South Dakota,46101,Heartland
"Moore County, NC",Moore County,NC,North Carolina,37125,Southern Seaboard
"Moore County, TN",Moore County,TN,Tennessee,47127,Eastern Uplands
"Moore County, TX",Moore County,TX,Texas,48341,Prairie Gateway
"Mora County, NM",Mora County,NM,New Mexico,35033,Prairie Gateway
"Morehouse Parish, LA",Morehouse Parish,LA,Louisiana,22067,Mississippi Portal
"Morgan County, AL",Morgan County,AL,Alabama,1103,Eastern Uplands
"Morgan County, CO",Morgan County,CO,Colorado,8087,Northern Great Plains
"Morgan County, GA",Morgan County,GA,Georgia,13211,Southern Seaboard
"Morgan County, IL",Morgan County,IL,Illinois,17137,Heartland
"Morgan County, IN",Morgan County,IN,Indiana,18109,Heartland
"Morgan County, KY",Morgan County,KY,Kentucky,21175,Eastern Uplands
"Morgan County, MO",Morgan County,MO,Missouri,29141,Heartland
"Morgan County, OH",Morgan County,OH,Ohio,39115,Eastern Uplands
"Morgan County, TN",Morgan County,TN,Tennessee,47129,Eastern Uplands
"Morgan County, UT",Morgan County,UT,Utah,49029,Basin and Range
"Morgan County, WV",Morgan County,WV,West Virginia,54065,Eastern Uplands
"Morrill County, NE",Morrill County,NE,Nebraska,31123,Northern Great Plains
"Morris County, KS",Morris County,KS,Kansas,20127,Prairie Gateway
"Morris County, NJ",Morris County,NJ,New Jersey,34027,Northern Crescent
"Morris County, TX",Morris County,TX,Texas,48343,Southern Seaboard
"Morrison County, MN",Morrison County,MN,Minnesota,27097,Northern Crescent
"Morrow County, OH",Morrow County,OH,Ohio,39117,Heartland
"Morrow County, OR",Morrow County,OR,Oregon,41049,Basin and Range
"Morton County, KS",Morton County,KS,Kansas,20129,Prairie Gateway
"Morton County, ND",Morton County,ND,North Dakota,38059,Northern Great Plains
"Motley County, TX",Motley County,TX,Texas,48345,Prairie Gateway
"Moultrie County, IL",Moultrie County,IL,Illinois,17139,Heartland
"Mountrail County, ND",Mountrail County,ND,North Dakota,38061,Northern Great Plains
"Mower County, MN",Mower County,MN,Minnesota,27099,Heartland
"Muhlenberg County, KY",Muhlenberg County,KY,Kentucky,21177,Heartland
"Multnomah County, OR",Multnomah County,OR,Oregon,41051,Fruitful Rim
"Murray County, GA",Murray County,GA,Georgia,13213,Eastern Uplands
"Murray County, MN",Murray County,MN,Minnesota,27101,Heartland
"Murray County, OK",Murray County,OK,Oklahoma,40099,Prairie Gateway
"Muscatine County, IA",Muscatine County,IA,Iowa,19139,Heartland
"Muscogee County, GA",Muscogee County,GA,Georgia,13215,Southern Seaboard
"Muskegon County, MI",Muskegon County,MI,Michigan,26121,Northern Crescent
"Muskingum County, OH",Muskingum County,OH,Ohio,39119,Eastern Uplands
"Muskogee County, OK",Muskogee County,OK,Oklahoma,40101,Eastern Uplands
"Musselshell County, MT",Musselshell County,MT,Montana,30065,Basin and Range
"Nacogdoches County, TX",Nacogdoches County,TX,Texas,48347,Southern Seaboard
"Nance County, NE",Nance County,NE,Nebraska,31125,Heartland
"Nantucket County, MA",Nantucket County,MA,Massachusetts,25019,Northern Crescent
"Napa County, CA",Napa County,CA,California,6055,Fruitful Rim
"Nash County, NC",Nash County,NC,North Carolina,37127,Southern Seaboard
"Nassau County, FL",Nassau County,FL,Florida,12089,Fruitful Rim
"Nassau County, NY",Nassau County,NY,New York,36059,Northern Crescent
"Natchitoches Parish, LA",Natchitoches Parish,LA,Louisiana,22069,Southern Seaboard
"Natrona County, WY",Natrona County,WY,Wyoming,56025,Basin and Range
"Naugatuck Valley Planning Region, CT",Naugatuck Valley Planning Region,CT,Connecticut,9140,
"Navajo County, AZ",Navajo County,AZ,Arizona,4017,Fruitful Rim
"Navarro County, TX",Navarro County,TX,Texas,48349,Prairie Gateway
"Nelson County, KY",Nelson County,KY,Kentucky,21179,Eastern Uplands
"Nelson County, ND",Nelson County,ND,North Dakota,38063,Northern Great Plains
"Nelson County, VA",Nelson County,VA,Virginia,51125,Southern Seaboard
"Nemaha County, KS",Nemaha County,KS,Kansas,20131,Prairie Gateway
"Nemaha County, NE",Nemaha County,NE,Nebraska,31127,Prairie Gateway
"Neosho County, KS",Neosho County,KS,Kansas,20133,Prairie Gateway
"Neshoba County, MS",Neshoba County,MS,Mississippi,28099,Mississippi Portal
"Ness County, KS",Ness County,KS,Kansas,20135,Prairie Gateway
"Nevada County, AR",Nevada County,AR,Arkansas,5099,Southern Seaboard
"Nevada County, CA",Nevada County,CA,California,6057,Basin and Range
"New Castle County, DE",New Castle County,DE,Delaware,10003,Southern Seaboard
"New Hanover County, NC",New Hanover County,NC,North Carolina,37129,Southern Seaboard
"New Kent County, VA",New Kent County,VA,Virginia,51127,Southern Seaboard
"New Madrid County, MO",New Madrid County,MO,Missouri,29143,Heartland
"New York County, NY",New York County,NY,New York,36061,Northern Crescent
"Newaygo County, MI",Newaygo County,MI,Michigan,26123,Northern Crescent
"Newberry County, SC",Newberry County,SC,South Carolina,45071,Southern Seaboard
"Newport County, RI",Newport County,RI,Rhode Island,44005,Northern Crescent
"Newport News City, VA",Newport News City,VA,Virginia,51700,Southern Seaboard
"Newton County, AR",Newton County,AR,Arkansas,5101,Eastern Uplands
"Newton County, GA",Newton County,GA,Georgia,13217,Southern Seaboard
"Newton County, IN",Newton County,IN,Indiana,18111,Heartland
"Newton County, MO",Newton County,MO,Missouri,29145,Eastern Uplands
"Newton County, MS",Newton County,MS,Mississippi,28101,Southern Seaboard
"Newton County, TX",Newton County,TX,Texas,48351,Southern Seaboard
"Nez Perce County, ID",Nez Perce County,ID,Idaho,16069,Basin and Range
"Niagara County, NY",Niagara County,NY,New York,36063,Northern Crescent
"Nicholas County, KY",Nicholas County,KY,Kentucky,21181,Eastern Uplands
"Nicholas County, WV",Nicholas County,WV,West Virginia,54067,Eastern Uplands
"Nicollet County, MN",Nicollet County,MN,Minnesota,27103,Heartland
"Niobrara County, WY",Niobrara County,WY,Wyoming,56027,Northern Great Plains
"Noble County, IN",Noble County,IN,Indiana,18113,Heartland
"Noble County, OH",Noble County,OH,Ohio,39121,Eastern Uplands
"Noble County, OK",Noble County,OK,Oklahoma,40103,Prairie Gateway
"Nobles County, MN",Nobles County,MN,Minnesota,27105,Heartland
"Nodaway County, MO",Nodaway County,MO,Missouri,29147,Heartland
"Nolan County, TX",Nolan County,TX,Texas,48353,Prairie Gateway
"Nome Census Area, AK",Nome Census Area,AK,Alaska,2180,
"Norfolk City, VA",Norfolk City,VA,Virginia,51710,Southern Seaboard
"Norfolk County, MA",Norfolk County,MA,Massachusetts,25021,Northern Crescent
"Norman County, MN",Norman County,MN,Minnesota,27107,Northern Great Plains
"North Slope Borough, AK",North Slope Borough,AK,Alaska,2185,
"Northampton County, NC",Northampton County,NC,North Carolina,37131,Southern Seaboard
"Northampton County, PA",Northampton County,PA,Pennsylvania,42095,Northern Crescent
"Northampton County, VA",Northampton County,VA,Virginia,51131,Southern Seaboard
"Northeastern Connecticut Planning Region, CT",Northeastern Connecticut Planning Region,CT,Connecticut,9150,
"Northumberland County, PA",Northumberland County,PA,Pennsylvania,42097,Northern Crescent
"Northumberland County, VA",Northumberland County,VA,Virginia,51133,Southern Seaboard
"Northwest Arctic Borough, AK",Northwest Arctic Borough,AK,Alaska,2188,
"Northwest Hills Planning Region, CT",Northwest Hills Planning Region,CT,Connecticut,9160,
"Norton City, VA",Norton City,VA,Virginia,51720,Eastern Uplands
"Norton County, KS",Norton County,KS,Kansas,20137,Prairie Gateway
"Nottoway County, VA",Nottoway County,VA,Virginia,51135,Southern Seaboard
"Nowata County, OK",Nowata County,OK,Oklahoma,40105,Eastern Uplands
"Noxubee County, MS",Noxubee County,MS,Mississippi,28103,Mississippi Portal
"Nuckolls County, NE",Nuckolls County,NE,Nebraska,31129,Prairie Gateway
"Nueces County, TX",Nueces County,TX,Texas,48355,Fruitful Rim
"Nye County, NV",Nye County,NV,Nevada,32023,Basin and Range
"O'Brien County, IA",O'Brien County,IA,Iowa,19141,Heartland
"Oakland County, MI",Oakland County,MI,Michigan,26125,Northern Crescent
"Obion County, TN",Obion County,TN,Tennessee,47131,Mississippi Portal
"Ocean County, NJ",Ocean County,NJ,New Jersey,34029,Northern Crescent
"Oceana County, MI",Oceana County,MI,Michigan,26127,Northern Crescent
"Ochiltree County, TX",Ochiltree County,TX,Texas,48357,Prairie Gateway
"Oconee County, GA",Oconee County,GA,Georgia,13219,Southern Seaboard
"Oconee County, SC",Oconee County,SC,South Carolina,45073,Southern Seaboard
"Oconto County, WI",Oconto County,WI,Wisconsin,55083,Northern Crescent
"Ogemaw County, MI",Ogemaw County,MI,Michigan,26129,Northern Crescent
"Oglala Lakota County, SD",Oglala Lakota County,SD,South Dakota,46102,
"Ogle County, IL",Ogle County,IL,Illinois,17141,Heartland
"Oglethorpe County, GA",Oglethorpe County,GA,Georgia,13221,Southern Seaboard
"Ohio County, IN",Ohio County,IN,Indiana,18115,Heartland
"Ohio County, KY",Ohio County,KY,Kentucky,21183,Heartland
"Ohio County, WV",Ohio County,WV,West Virginia,54069,Eastern Uplands
"Okaloosa County, FL",Okaloosa County,FL,Florida,12091,Fruitful Rim
"Okanogan County, WA",Okanogan County,WA,Washington,53047,Fruitful Rim
"Okeechobee County, FL",Okeechobee County,FL,Florida,12093,Fruitful Rim
"Okfuskee County, OK",Okfuskee County,OK,Oklahoma,40107,Prairie Gateway
"Oklahoma County, OK",Oklahoma County,OK,Oklahoma,40109,Prairie Gateway
"Okmulgee County, OK",Okmulgee County,OK,Oklahoma,40111,Eastern Uplands
"Oktibbeha County, MS",Oktibbeha County,MS,Mississippi,28105,Mississippi Portal
"Oldham County, KY",Oldham County,KY,Kentucky,21185,Eastern Uplands
"Oldham County, TX",Oldham County,TX,Texas,48359,Prairie Gateway
"Oliver County, ND",Oliver County,ND,North Dakota,38065,Northern Great Plains
"Olmsted County, MN",Olmsted County,MN,Minnesota,27109,Heartland
"Oneida County, ID",Oneida County,ID,Idaho,16071,Fruitful Rim
"Oneida County, NY",Oneida County,NY,New York,36065,Northern Crescent
"Oneida County, WI",Oneida County,WI,Wisconsin,55085,Northern Crescent
"Onondaga County, NY",Onondaga County,NY,New York,36067,Northern Crescent
"Onslow County, NC",Onslow County,NC,North Carolina,37133,Southern Seaboard
"Ontario County, NY",Ontario County,NY,New York,36069,Northern Crescent
"Ontonagon County, MI",Ontonagon County,MI,Michigan,26131,Northern Crescent
"Orange County, CA",Orange County,CA,California,6059,Fruitful Rim
"Orange County, FL",Orange County,FL,Florida,12095,Fruitful Rim
"Orange County, IN",Orange County,IN,Indiana,18117,Heartland
"Orange County, NC",Orange County,NC,North Carolina,37135,Southern Seaboard
"Orange County, NY",Orange County,NY,New York,36071,Northern Crescent
"Orange County, TX",Orange County,TX,Texas,48361,Fruitful Rim
"Orange County, VA",Orange County,VA,Virginia,51137,Southern Seaboard
"Orange County, VT",Orange County,VT,Vermont,50017,Northern Crescent
"Orangeburg County, SC",Orangeburg County,SC,South Carolina,45075,Southern Seaboard
"Oregon County, MO",Oregon County,MO,Missouri,29149,Eastern Uplands
"Orleans County, NY",Orleans County,NY,New York,36073,Northern Crescent
"Orleans County, VT",Orleans County,VT,Vermont,50019,Northern Crescent
"Orleans Parish, LA",Orleans Parish,LA,Louisiana,22071,Mississippi Portal
"Osage County, KS",Osage County,KS,Kansas,20139,Prairie Gateway
"Osage County, MO",Osage County,MO,Missouri,29151,Heartland
"Osage County, OK",Osage County,OK,Oklahoma,40113,Eastern Uplands
"Osborne County, KS",Osborne County,KS,Kansas,20141,Prairie Gateway
"Osceola County, FL",Osceola County,FL,Florida,12097,Fruitful Rim
"Osceola County, IA",Osceola County,IA,Iowa,19143,Heartland
"Osceola County, MI",Osceola County,MI,Michigan,26133,Northern Crescent
"Oscoda County, MI",Oscoda County,MI,Michigan,26135,Northern Crescent
"Oswego County, NY",Oswego County,NY,New York,36075,Northern Crescent
"Otero County, CO",Otero County,CO,Colorado,8089,Prairie Gateway
"Otero County, NM",Otero County,NM,New Mexico,35035,Prairie Gateway
"Otoe County, NE",Otoe County,NE,Nebraska,31131,Prairie Gateway
"Otsego County, MI",Otsego County,MI,Michigan,26137,Northern Crescent
"Otsego County, NY",Otsego County,NY,New York,36077,Northern Crescent
"Ottawa County, KS",Ottawa County,KS,Kansas,20143,Prairie Gateway
"Ottawa County, MI",Ottawa County,MI,Michigan,26139,Northern Crescent
"Ottawa County, OH",Ottawa County,OH,Ohio,39123,Northern Crescent
"Ottawa County, OK",Ottawa County,OK,Oklahoma,40115,Eastern Uplands
"Otter Tail County, MN",Otter Tail County,MN,Minnesota,27111,Heartland
"Ouachita County, AR",Ouachita County,AR,Arkansas,5103,Southern Seaboard
"Ouachita Parish, LA",Ouachita Parish,LA,Louisiana,22073,Southern Seaboard
"Ouray County, CO",Ouray County,CO,Colorado,8091,Basin and Range
